ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets
23-60,03/04/23 02:09:27,https://twitter.com/minsootkim/status/1391926496986468355,23,"Lorico, Hans Daniel",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"Masagana 99, Food shortages, Marcos",Min Soo,minsootkim,Realist.,Anonymous,05/21,2139,2514,Maharlika,"Former President Marcos had a real sense of urgency: addressed food shortages (i.e. Masagana 99) quelled the communists before they sprouted (i.e. M/V Karagatan, alsa masa); our KIG in '78.

The opposition are just complacent and short-sighted.","Former President Marcos had a real sense of urgency: addressed food shortages (i.e. Masagana 99) quelled the communists before they sprouted (i.e. M/V Karagatan, alsa masa); our KIG in '78.

The opposition are just complacent and short-sighted.",Text,11/05/22 21:52,https://drive.google.com/file/d/1I08ClJ34SHew7tpFP9_wxFlYuXKbDX-Y/view?usp=share_link,Rational,19,0,0
23-61,04/03/23 02:22:04,https://twitter.com/genieceln_ect/status/1407410608476020736?s=20,23,"Rosales, Christian Jay",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"pagkain, Marcos",@genieceln_ect,ᜐᜒᜐᜒ,"If you can't stimulate my mind,and you can't captivate my soul,you will never excite my body💙The Empress👑Queen of Swords🗡️Libra Soul❤
fan acc:@cloud_lq13he24",Anonymous,09/16,31,40,"Manila City, National Capital","Dati sa panahon ni Pres. Marcos dagsa dagsang pagkain ang dumadating sa bahay nyo.Uulitin ko pagkain ang lumalapit sayo.🤦‍♀️Proof?🤦‍♀️Di pa ba sapat yung pinagdaan ng mama, mga tiyahin, tiyohin at lola ko na hanggang ngayon buhay pa sila🤷‍♀️ganun ang naranasan nila sa panahon ni Marcos","Back in the time of Pres. Marcos, copious amounts of food arrived in your homes. I will reiterate, food was the one that approached you. 🤦‍♀️Proof?🤦‍♀️ Are the experiences of my mom, aunts, uncles, and grandma who are still alive right now🤷‍♀️that was their experience during the time of Marcos",Text,23/06/21 02:50,https://drive.google.com/file/d/1e2Z6Wzt8m40Yvu_8C2ZlEqiU3z_W2kiy/view?usp=sharing,Emotional,1,1,0
23-62,03/04/23 02:26:14,https://twitter.com/ullah07011994/status/1508724524585472000?s=20,23,"Rosales, Christian Jay",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"pagkain, Marcos",@ullah07011994,Julie ann B. Morsequillo,"Don’t lose hope. When the sun goes down, the stars come out.❤️",Anonymous,05/20,303,303,NULL,"Unti-unting nag hirap ang pilipinas,.. Sabi rin ng mama cu nong bata pa siya lagi siyang nag aabang ng helicopter nong panahon pa ni Marcus. Alam niyo kung bakit? Kc yung mga helicopter daw palaging may dalang balot balot na pagkain galing sa pamilyang Marcos kaya naman hindi","The Philippines slowly became poorer ,.. My mother also told me when she was young she always waited for a helicopter during the time of Marcos. Do you know why? It's because the helicopters always brought packs of food from the Marcos family which is why it's not","Text, Reply (quote tweet)",29/03/22 16:35,https://drive.google.com/file/d/1Cq3ZzIykWh7jD9YSsKD3YrBwhdRfQLwx/view?usp=sharing,Emotional,0,0,0
23-63,19/04/23 22:53:48,https://twitter.com/whenRMMtrades/status/1505815857699590145?s=20,23,"Rosales, Christian Jay",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"pagkain, panahon ni marcos",@whenRMMtrades,RMM Trader,"Trading since 2010, w/ a demanding fulltime job.
FA/TA/data/rumors, always skin in the game. Econ and Strat #PSE 🧚‍♀️🌞🏗🍎
#YooShi #ETH
#Consistency #GiveBack",Identified,02/18,476,6683,Metro Manila,"Hehehe, maganda raw ang buhay noong panahon ni Marcos. Walang mahirap, lahat masarap pagkain.","Hehehe, they say it was nice back during the time of Marcos. There was no poverty, and all food was tasty.","Text, Reply (comment)",03/21/22 15:57,https://drive.google.com/file/d/1B4SEeHz6hD-nrxf9UpXXmEygzoMEl6BJ/view?usp=share_link,Emotional,4,4,0
23-64,03/04/23 03:22:15,https://twitter.com/NoemiManuel4/status/1436652777858637829,23,"Lorico, Hans Daniel",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"batang '70, marcos, exporter, bigas, asukal, nutribun, skim milk, corn flakes",@NoemiManuel4,@minoemsmq,NULL,Anonymous,09/15,180,299,"Texas, USA","I did. Batang ‘70 ako. Iba ang nagawa ni Marcos sa Pilipinas. Tayo ang nangunguna sa Southeast Asia noon, Exporter tayo ng mga bigas, asukal at iba pa. Madaming freebies like nutri bun sa school, skim milk, corn flakes for all families.Dami activities at projects sa mga brangays.","I did. I am a Batang '70. Marcos made a difference in the Philippines. We were leading in Southeast Asia back then as an exporter of rice, sugar among others. A lot of freebies were given like nutribun at schools, skim milk, corn flakes for all families. There were plenty of activities and projects in barangays.","Text, Reply (comment)",11/09/21 19:28,https://drive.google.com/file/d/1rvkkW0hAujAoPb4MWiTIiG3iNedxViLv/view?usp=share_link,Rational,12,1,0
23-65,18/04/23 22:27:25,https://twitter.com/skvlms/status/1508017543377657858,23,"Lorico, Hans Daniel",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"panahon ni marcos, walang nagugutom, kahirapan, malnourish",@skvlms,iah,see you my dreamies,Anonymous,08/21,43,8,secret,"nung marcos yung presidente, tinitingala tayo ng mga ibang bansa. nung panahon ni marcos lahat ng bata sa pilipinas nakakapag-aral mayaman man o mahirap at higit sa lahat nung panahon ni marcos walang pilipino ang nagugutom dahil sa kahirapan, walang malnourish nung panahon nya +","When Marcos was president, other countries looked up to us. During the time of Marcos, all children in the Philippines, whether rich or poor, had a decent education. Plus, during the time of Marcos, no Filipino became hungry due to poverty, no one was malnourished during his time +","Text, Reply (comment)",27/03/22 09:46,https://drive.google.com/file/d/1zoaQBiMuk6mcZO5X57PhoHmyXXWpoKlI/view?usp=share_link,,0,1,0
23-66,19/04/23 10:25:01,https://twitter.com/Anilegn45187763/status/899501272948199424,23,"Lorico, Hans Daniel",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"libreng tinapay, bigas, sardines, klim, milk, nutribun, libre",@Anilegn45187763,geline,NULL,Anonymous,03/17,202,121,NULL,@ilda_talk Imagine nung maliit ako panahon ni P Marcos may libreng tinapay bigas sardines at klim milk ML is good dat time safe kmi now all lost messy,"@ilda_talk Imagine when I was little during the time of P Marcos, there was free bread, rice, sardines and klim milk ML is good that time, we were safe now all lost and messy","Text, Reply (comment)",21/08/17 13:19,https://drive.google.com/file/d/135F-Yk5Yq4KPA84Y8f7TYZ3bcjTm692D/view?usp=share_link,Emotional,0,0,1
23-67,19/04/23 10:31:38,https://twitter.com/LorieAnnGReyes1/status/801740810228142080,23,"Lorico, Hans Daniel",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"libreng nutribun, gatas",@LorieAnnGReyes1,Lorie Ann G Reyes,NULL,Anonymous,09/15,32,25,NULL,"Naalala ko noong panahon ni marcos libre ang nutribun, may gatas pa.","I remember during the time of Marcos, nutribun was free, there was even milk.",Text,24/11/16 10:54,https://drive.google.com/file/d/1Vh_fErtf_XUVIN8qBgzdW9CfRlspHApJ/view?usp=share_link,Rational,0,0,0
23-68,19/04/23 10:59:42,https://twitter.com/vyn_florendo/status/911092513674366976,23,"Lorico, Hans Daniel",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"nutribun, sopas, libre, panahon ni Marcos",@vyn_florendo,Vyn Florendo,ur action defines ur character,Anonymous,09/17,135,25,"Manila City, National Capital ",Bakit nung panahon ni Marcos may nutribun at sopas na libre sa mga schools after ng regime nya wala na,Why did we get free nutribun and sopas during the time of Marcos after his regime no more,Text,22/09/17 04:59,https://drive.google.com/file/d/1pQCoNYIIsxx_J6f7csX52HhACGDQfYYr/view?usp=share_link,Rational,0,0,0
23-69,19/04/23 11:20:13,https://twitter.com/LizzoLapid/status/1596018150180474880,23,"Lorico, Hans Daniel",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"baba ng presyo, free nutribun",@LizzoLapid,Lizzo Lapid,"43 and yet, a nobody in Twitter. Mainly for laughs. Gold but not for gold-diggers. Apaw ang self confidence. Stomo? Don't serious me. Emeeeeeee",Anonymous,04/22,949,624,"Lungsod ng Maynila, Pambansang","@GentriSenyo @Rexinyeta bili bili pa kasi ng ham eh keso lang pwede na. mahirap na ambisyosa pa. emeeee

pero seryoso, kakalungkot na ito nalang ang purchasing power ng pera natin. gusto ko talaga sa panahon ni ferdinand edralin marcos eh ang baba ng presyo at may free nutribun pa hahahaha charrr","@GentriSenyo @Rexinyeta why do you keep on buying ham when cheese is already more than enough. ambisyosa pa. emeeee

but seriously, it is quite unfortunate that this is now the only purchasing power of our money. I really liked the time of ferdinand edralin marcos when prices were low and nutribun was given for free hahahaha charrr","Text, Reply (comment)",25/11/22 05:49,https://drive.google.com/file/d/1IIkgAg3hfdn0srOcOxr3-9ZDPhQF1Tjf/view?usp=share_link,Emotional,3,1,0
23-70,19/04/23 11:21:39,https://twitter.com/iampeterbinag/status/1040228902768062464,23,"Lorico, Hans Daniel",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"Masagana99, Ferdinand Marcos, panahon ni Marcos, Bigas, exporter of rice",@iampeterbinag,peter binag III,"Never Forget Your Own Worth
#imortal 😇",Anonymous,04/11,1301,90,"Taguig City, National Capital ","👉History that this generation should know and be reminded:🤔

The #Masagana99 ay inilunsad noong panahon ni Pangulong Ferdinand Marcos,Pinalago ang produksyon ng bigas upang makatulong sa ating mamamayan,Philippines that day became an exporter of rice. Now THINK?🤔
#tbthursday","👉History that this generation should know and be reminded:🤔

The #Masagana99 was launched during the time of Ferdinand Marcos,It spurred the growth of rice production to help our citizens,Philippines that day became an exporter of rice. Now THINK?🤔
#tbthursday",Text,13/09/18 13:21,https://drive.google.com/file/d/1I_K9NnGbJ0q_vVrk_ZQV9vNl1SieN4hD/view?usp=share_link,Rational,1,0,0
23-71,19/04/23 11:25:29,https://twitter.com/maria47215/status/1258545457644490754,23,"Lorico, Hans Daniel",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"exporter ng rice, panahon ni Marcos, Masagana 99, rice",@maria47215,シャネル❤️,"Great is the LORD, and greatly to be praised; and his greatness is unsearchable. PSALMS 145:3🙏🏻📖   CHURCH OF GOD - ACTS 20:28",Anonymous,07/14,3160,1950,Japan ,"Imagine dati sa panahon ni PangulongMarcos more than 30years from now Mas leading tayo sa buong SEA at exporter ng rice dahil sa project ni President Marcos na Masagana 99 , take note isa ang Vietnam sa tinuruan ng government how to harvest rice abundantly ngayonLookProgressiveNa","Imagine before during the time of President Marcos more than 30 years from now, we would be leading more in the entire SEA region and exporter of rice because of the Masagana 99 project of President Marcos  , take note Vietnam was one of those countries that the government taught how to harvest rice abundantly now look they are already progressive.","Text, Reply (comment)",05/07/20 23:53,https://drive.google.com/file/d/11LVIcIXriVV9o6t5TQB5A6vYs-Sk3__C/view?usp=share_link,Rational,0,0,0
23-72,19/04/23 15:03:11,https://twitter.com/NixxNatagoc/status/249519634389286913,23,"Lorico, Hans Daniel",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"walang gutom, walang mahirap, walang pulubi, panahon ni Marcos",@NixxNatagoc,NICOLE NATAGOC,Instagram @nixxnatagoc | Snapchat @nixxnatagoc,Anonymous,01/10,294,1272,Philippines,"True!! RT ""@ImMarcoJerome: Walang pulubi, walang mahirap, walang gutom nung panahon ni Marcos.""","True!! RT ""@ImMarcoJerome: No poor, no hardship, no hardship during the time of Marcos.""",Text,22/09/12 22:44,https://drive.google.com/file/d/1sphRbF41LaMzP54K2SnghdACIYNdhqNF/view?usp=share_link,Emotional,0,0,1
23-73,19/04/23 15:03:42,https://twitter.com/CherryBerryBum/status/733658141779353600,23,"Lorico, Hans Daniel",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"panahon ni Marcos, walang gutom",@CherryBerryBum,Cherry Berry,Grab my Love... I'm a Huge Fan. and a tooth fairy,Anonymous,09/15,510,193,"Pampanga, Philippines",@Maarrkkkyyyy  korek and panot is the worst.... panahon ni marcos... walang batang gutom.,@Maarrkkkyyyy  Correct and panot is the worst.... time of marcos... No child was hungry.,"Text, Reply (comment)",20/05/16 21:58,https://drive.google.com/file/d/1OouICIw8bJLOAx7-ud1hCTF98t74zIpZ/view?usp=share_link,Emotional,2,0,0
23-74,19/04/23 15:08:08,https://twitter.com/7david7777/status/1476181668742709250,23,"Lorico, Hans Daniel",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"coconut, 1 dollar to 1 peso, marcos regime",@7david7777,david perez,AMA college artist painter writer composer art collector haciendero taga pag yaman prinsipe ng mga luna at prinsipe ng mga perez.,Anonymous,01/13,921,216,kingsville executive village,"@azzirk_eyak @AlterBacoor @KrisAquinoWORLD Since Marcos regime 2nd tayo sa buong mundo next to Japan, sa coconut products pa lang 101 products ang ambag ng Pilipinas sa buong mundo. 1 dollar is equivalent to 1 peso. Ganyan kagaling ang Pilipinas nung panahon ni Marcos. Syempre promoted ang grandpa,","@azzirk_eyak @AlterBacoor @KrisAquinoWORLD Since Marcos regime we were 2nd across the globe next to Japan, do not get me started with coconut products, 101 products were contributed by the Philippines to the world. 1 dollar is equivalent to 1 peso. That was how great the Philippines was during the time of Marcos, of course promoted by grandpa,","Text, Reply (comment)",29/12/21 21:21,https://drive.google.com/file/d/12kUH9-RufW6BRwNWGP4ZBEBZtrR_ilTU/view?usp=share_link,Rational,0,0,0
23-75,19/04/23 17:23:11,https://twitter.com/Jonatha65851696/status/967700706361659392,23,"Lorico, Hans Daniel",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"asin, bigas, kape, delata, polvoron, gatas",@Jonatha65851696,Mandirigma,press freedom ginagamit ng Media para gawing tanga mga tao.,Anonymous,12/16,86,61,Philippines,@gmanews fake history  noon panahon ni Marcos pwd mo hingiin ang asin kape bigas at delata polvoron gatas para sa mga bata.. Mas OK p Marcos https://t.co/997DmRJl6f,"@gmanews fake history  during the time of Marcos you could ask for salt, coffee, rice and canned goods, polvoron, milk for the children.. It is much OK with Marcos https://t.co/997DmRJl6f","Text, Reply (comment)",25/02/18 18:00,https://drive.google.com/file/d/1Pm7XXC7-lDoVbo4S01wnZIHpsIgQCZoS/view?usp=share_link,Emotional,1,0,0
23-76,19/04/23 22:09:25,https://twitter.com/penkru18/status/1232590747322306560,23,"Lorico, Hans Daniel",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"yellow corn, feeding, gutom, panahon ni Marcos",@penkru18,เลยา 🇵🇭✌👊,🟢⚪🔴,Anonymous,05/18,148,178,"Manila, Philippines",@PhilstarNews Wala nmn po akong matandaan na pangyyaring ganyan. Masaya nga po at tahimik buhay noong panahon ni Marcos. May libreng ballet at piano teacher kami. May clinic na may dr at dentist tapos libreng gamot.May libreng gatas at yellow corn kaya d kami naggutom.May feeding sa school 1/2,@PhilstarNews I do not remember any particular occurrence like that. Life was happy and quiet during the time of Marcos. We had free ballet and piano teachers. The clinic had doctors and dentists with free medicine. We had free milk and yellow corn that's why we were never hungry. We had feeding in school 1/2,"Text, Reply (comment)",26/02/20 08:58,https://drive.google.com/file/d/1qwxH8wfW2cHxac3a0LvO0uhhvJZAMG-R/view?usp=share_link,Emotional,0,0,0
23-77,19/04/23 22:09:18,https://twitter.com/extectleague/status/1523892258747019265,23,"Lorico, Hans Daniel",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"panahon ni Marcos, free food, mura, isda",@extectleague,コゼット🇵🇭🇯🇵🇰🇷,Think Positive,Anonymous,05/21,54,2,"Manila, Philippines","D nyo ba alam,  nung panahon ni marcos laging may free food?  Mura ang isda and etc","Do you not know that during the time of Marcos, there was always free food? Fish among others were cheap","Text, Reply (comment)",05/10/22 05:06,https://drive.google.com/file/d/1WQPH5PflwgpOTDUVV10wb2Z1J10nJFfz/view?usp=share_link,Rational,0,0,0
23-78,19/04/23 22:10:16,https://twitter.com/supereomma_/status/1519130428115877888,23,"Lorico, Hans Daniel",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"panahon ni Marcos, isda, ayuda",@supereomma_,Jing,NULL,Anonymous,01/18,244,48,"Manila, Philippines",Bakit nman kmi masarap na buhay ang naranasan nmin nung panahon ni marcos may ayuda kahit waley pandmic  everyweek pa yon at nakakahingi kmi ng isda sa palengke .#BBMIsMyPresident2022,"What about us who had a good life during the time of Marcos where ayuda (social amelioration) was given even if there was no pandemic, almost every week and we were able to ask for fish from the palengke (market) #BBMIsMyPresident2022","Text, Reply (comment)",27/04/22 09:44,https://drive.google.com/file/d/1IF1J7OJmhKC0-sXuPhiEd7HasSxGFBbL/view?usp=share_link,Emotional,2,0,0
23-79,19/04/23 22:11:29,https://twitter.com/lhengdavid028/status/1501537330129420292,23,"Lorico, Hans Daniel",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"galunggong, murang pagkain, isda, panahon ni Marcos",@lhengdavid028,✨lenglui💙,God is my Saviour love u MayDon/FiLay/KathNiel/BarDa,Anonymous,06/16,2364,1828,Republic of the Philippines,"Panahon ni Marcos di namin pansin yang GG haha pinamimigay nga lang yan sa pondohan nung naupos si Cory naging pambansang isda pa nga yata yan char .. tapos nagmahal daw 

#BBMIsMyPresident2022 https://twitter.com/KorekKaJohn/status/1501394107859873794","During the time of Marcos, we do not notice the GG (mackerel) haha it was just given away in the stock (pondohan). But since Cory became president, it became the national fish .. then it became expensive

#BBMIsMyPresident2022 https://twitter.com/KorekKaJohn/status/1501394107859873794","Text, Hyperlink, Hashtag",03/09/22 20:36,https://drive.google.com/file/d/1v7feDtNUn-JU8j5aGk7_jHaHnEMIuzXr/view?usp=share_link,Emotional,1,0,0
23-80,19/04/23 22:14:07,https://twitter.com/iam_pinas/status/1495709389369626624,23,"Lorico, Hans Daniel",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"isaw, panahon ni Marcos, pagkain, panahon ni cory, resources, gutom",@iam_pinas,im not a duterte troll!!!,"pabor sa pagbabago, im not a troll i am duterte supporter 👊👊🇵🇭",Anonymous,03/20,487,376,United Kingdom,Dahil nung panahon ni president marcos sagana mga pilipino sa pagkain na binibigay ng Marcos administration. Nung panahon ni cory nagsimula maghirap ang buhay ng mga pilipino dahil madami siya government resources ang binenta. Dahil sa gutom natuto mga pilipino mag isaw,"Because during the time of president marcos, food was in abundance for Filipinos that were given by the Marcos administration. During the time of Cory, the live of Filipinos became harder because she had government resources sold. Because of hunger, the Filipinos learned to eat isaw (chicken intestine)","Text, Reply (comment)",21/02/22 18:38,https://drive.google.com/file/d/1ljdLBA068vrtxT7CZk6XVH8_CIoNGotS/view?usp=share_link,Emotional,1,0,0
23-81,19/04/23 22:17:22,https://twitter.com/GrowlHarhar/status/1495024710576447500,23,"Lorico, Hans Daniel",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"betamax, isaw, ulo, pwet, paa, manok, panahon ni Marcos, ekonomiya, EDSA, ulam",@GrowlHarhar,Bong Onli,Follow me and i follow you back agad².....,Anonymous,08/20,7032,7372,"Waray, Dabaweño","Panahon ni Marcos HINDI kailaman Naging Pagkain ang Betamax, Isaw, Ulo, pwet, paa ng Manok!!.. 

Pero nang Hinawakan ang Ekonomiya ng mga CARTEL's na Galamay ni korikong o Dila One pagkatapos ng Edsa1?

Aba lahat ng mga yan ay naging ULAM ng mga Maralitang Pilipino.

GETS!!!...","During the time of Marcos, it was NEVER the case where Betamax, Isaw, Ulo, Pwet, Paa ng Manok (Chicken Blood, Chicken intestine, Chicken head, Chicken butt, Chicken feet) were eaten.

But when the economy was handled by the CARTEL's that acted as tentacles by korikong or Dila One after Edsa1?

Oh all of those things became a VIAND of poor Filipinos.

GETS!!!...",Text,19/02/22 21:17,https://drive.google.com/file/d/1y9S8LYfAVZygVwu3XrrC2Ou8Vw9_GtYi/view?usp=share_link,Emotional,348,33,96
23-82,19/04/23 22:52:53,https://twitter.com/BBM12309/status/1497032332234006530,23,"Lorico, Hans Daniel",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"leni rebredo, putik, panahon ni Cory, dugo, paa, manok, pagpag",@BBM12309,BBM/SARA2022 lang,NULL,Anonymous,11/21,612,521,NULL,"Same ng kay corikong... Ano ba gusto mangyari ni 
@lenirobredo
 in the future na pati putik kakainin na ng mga Filipino? . Panahon ni Cory, dugo at paa pa lng manok ang kinakain at madami na ang kumakain ng pagpag dahil sa mga aquino

MARCOS IS BACK
#LaUnionForBBMSARA","Same with Corikong ... what is the deal with @lenirobredo in the future, where even mud will be eaten by the Filipinos? During the time of Cory, the chicken blood and chicken feet were eaten and a lot were eating pagpag or leftover food because of the Aquinos.

MARCOS IS BACK
#LaUnionForBBMSARA","Text, Hashtag",25/02/22 10:14,https://drive.google.com/file/d/1vIcZQTU97b_K0Wc1yp-C2keoNvlby9Ys/view?usp=share_link,Emotional,10,0,0
23-83,19/04/23 22:57:46,https://twitter.com/ChukChenez/status/1468293373853421568,23,"Lorico, Hans Daniel",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"Klim, corn flour, polvoron, nutribun",@ChukChenez,Samantha Eme,There is more to life than politics.,Anonymous,09/21,260,338,NULL,Sino po sa inyo ang nakatikim ng Klim at corn flour na masarap gawing polvoron. Free ito noong panahon ni Ferdinand Marcos! Plus nutribun. #GenX wag na tayo magplastikan ahahah GenX ako💅🏼😎,Who among you had the chance to taste the Klim and corn flour which were great in making polvoron. It was free during the time of Ferdinand Marcos! Plus nutribun. #GenX let us not fool ourselves I am GenX💅🏼😎,"Text, Photo, Hashtag",12/08/21 02:56,https://drive.google.com/file/d/1LMAlnWAFSe3m3lg8ew5qubOs0NhRN-pC/view?usp=share_link,Emotional,0,0,0
23-84,19/04/23 23:00:54,https://twitter.com/iamwhatiam300/status/1593168647014735874,23,"Lorico, Hans Daniel",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"Marcos sr, vision, food sufficiency, asia superpower, transport, best crops",@iamwhatiam300,iamwhatiam,NULL,Anonymous,02/22,2633,3043,NULL,"Marcos Sr had a great vision for this country. Food &energy sufficiency coz he planned to be the Asia's superpower.He built roads,bridges,power plants & towers for power transport then hired brains to make the best crops. But a housewife told us that she's better. Now,we're poor.","Marcos Sr had a great vision for this country. Food &energy sufficiency coz he planned to be the Asia's superpower.He built roads,bridges,power plants & towers for power transport then hired brains to make the best crops. But a housewife told us that she's better. Now,we're poor.",Text,17/11/22 17:06,https://drive.google.com/file/d/1RgZfVH_5CEk18MkJEsGUJ2NpGOZbcy7e/view?usp=sharing,Rational,431,22,114
23-85,19/04/23 23:04:08,https://twitter.com/iamsparky79/status/1045575023396679680,23,"Lorico, Hans Daniel",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"1982, Marcos, food self-sufficiency, economic independence",@iamsparky79,sparky,NULL,Anonymous,12/16,493,294,NULL,Its 1982 and Marcos wants food self- sufficiency coupled with economic independence for the Philippines.,Its 1982 and Marcos wants food self- sufficiency coupled with economic independence for the Philippines.,"Text, Photo",28/09/18 15:24,https://drive.google.com/file/d/1AWepgDkcgU_fxEDKfT7XHWtCU1Ip5gSt/view?usp=share_link,Rational,16,3,4
23-86,19/04/23 23:07:38,https://twitter.com/pnoytvonline/status/1542776776518148097,23,"Lorico, Hans Daniel",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"Food sufficiency, Ferdinand Marcos",@pnoytvonline,PnoyTVonline,"Tech, Viral and Entertainment News.",Anonymous,10/11,1529,674,Philippines,PH attained food sufficiency only under Ferdinand Marcos  https://viralvideo.ph/ph-attained-food-sufficiency-only-under-ferdinand-marcos/?utm_source=rss&utm_medium=rss&utm_campaign=ph-attained-food-sufficiency-only-under-ferdinand-marcos,PH attained food sufficiency only under Ferdinand Marcos  https://viralvideo.ph/ph-attained-food-sufficiency-only-under-ferdinand-marcos/?utm_source=rss&utm_medium=rss&utm_campaign=ph-attained-food-sufficiency-only-under-ferdinand-marcos,"Text, Link",07/01/22 15:47,https://drive.google.com/file/d/1aemLKN3ckss6PC4_seR-OYVwcYbTCgVj/view?usp=share_link,Rational,0,0,0
23-87,19/04/23 23:11:26,https://twitter.com/PinoyTambayanKo/status/1542776777793208322,23,"Lorico, Hans Daniel",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"Food sufficiency, Ferdinand Marcos",@PinoyTambayanKo,Pinoy Tambayan,Pinoy Tambayan at Pinoy TV,Anonymous,06/12,1717,720,Bulacan,PH attained food sufficiency only under Ferdinand Marcos  https://viralvideo.ph/ph-attained-food-sufficiency-only-under-ferdinand-marcos/?utm_source=rss&utm_medium=rss&utm_campaign=ph-attained-food-sufficiency-only-under-ferdinand-marcos,PH attained food sufficiency only under Ferdinand Marcos  https://viralvideo.ph/ph-attained-food-sufficiency-only-under-ferdinand-marcos/?utm_source=rss&utm_medium=rss&utm_campaign=ph-attained-food-sufficiency-only-under-ferdinand-marcos,"Text, Link",07/01/22 15:47,https://drive.google.com/file/d/118c3534zXG1pZp21dXZQ7e7MasnycUoM/view?usp=share_link,Rational,0,0,0
23-88,19/04/23 23:13:33,https://twitter.com/Tabanogcom/status/1542776778703474689,23,"Lorico, Hans Daniel",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"Food sufficiency, Ferdinand Marcos",@Tabanogcom,Kathang Isip,Pinoy Hubspot and Tambayan Online,Anonymous,08/10,1698,940,Republic of the Philippines,PH attained food sufficiency only under Ferdinand Marcos  https://viralvideo.ph/ph-attained-food-sufficiency-only-under-ferdinand-marcos/?utm_source=rss&utm_medium=rss&utm_campaign=ph-attained-food-sufficiency-only-under-ferdinand-marcos,PH attained food sufficiency only under Ferdinand Marcos  https://viralvideo.ph/ph-attained-food-sufficiency-only-under-ferdinand-marcos/?utm_source=rss&utm_medium=rss&utm_campaign=ph-attained-food-sufficiency-only-under-ferdinand-marcos,"Text, Link",07/01/22 15:47,https://drive.google.com/file/d/10T4FHq6w4pkxU2oxd3KqJobRsfv-JuzT/view?usp=share_link,Rational,0,0,0
23-89,19/04/23 23:14:02,https://twitter.com/ntyrtypcl/status/1445542154630152198,23,"Lorico, Hans Daniel",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"Marcos, agricultura, private, government companies",@ntyrtypcl,🐬,트와이스 너무 너무 사랑해 🩵💚🩷💜🧡💚🤍❤️💙,Anonymous,07/18,122,82,NULL,"di nio ba napapansin na parang takot ang mayayaman sa Marcos kasi mahhirap ang priority ng Marcos,noong panahon ni Marcos base sa mga kwento ng mga matatanda maganda ng sistema sa agricultura,nung napalitan ang pamumuno ng aquino nalipat sa private ang dating goverment companies","Haven't you noticed that the rich are seemingly afraid of Marcos because it was the poor who Marcos had as priority, during the time of Marcos, based on the stories of the elders, the agricultural system was excellent, when the leadership was replaced by the Aquinos, former government companies were privatized.",Text,10/06/21 08:11,https://drive.google.com/file/d/18N0WolMyrBNiNTrgxRXu0Fzlomph7n0C/view?usp=share_link,Rational,0,0,0
